book_id,title,title_without_series,image_url,book_url,num_pages,format,edition_information,publisher,publication_day,publication_year,publication_month,average_rating,ratings_count,description,authors,published,record_create_timestamp
97305,The Bedroom Experiment(Hot Jocks #5.5),Mr. Cat and the Little Girl,https://picsum.photos/376/538,https://placekitten.com/232/195,119,Book,No information,fake publisher,21,2007,10,2.4,618464,fake description,5965,6,2024-05-05 02:14:22.187856
91391,You've Been Volunteered: A Class Mom Novel,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://dummyimage.com/84x223,https://placekitten.com/94/8,633,Book,No information,fake publisher,13,2049,7,2.15,653767,fake description,48965,9,2024-05-05 02:14:22.187856
9905,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,You've Been Volunteered: A Class Mom Novel,https://dummyimage.com/356x261,https://placekitten.com/209/714,56,Book,No information,fake publisher,6,1966,2,4.85,69347,fake description,14615,5,2024-05-05 02:14:22.188934
38624,New Friends for Zaza,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://dummyimage.com/300x382,https://picsum.photos/651/862,642,Book,No information,fake publisher,1,1985,11,2.8,747944,fake description,38696,8,2024-05-05 02:14:22.188934
27525,The East End,Pine & Boof: The Lucky Leaf,https://picsum.photos/371/716,https://dummyimage.com/616x643,525,Book,No information,fake publisher,12,1963,9,3.65,387624,fake description,72520,3,2024-05-05 02:14:22.188934
34964,Mr. Cat and the Little Girl,Ugly Betty: The Book,https://picsum.photos/267/345,https://picsum.photos/657/945,111,Book,No information,fake publisher,22,2002,2,4.25,504608,fake description,80907,2,2024-05-05 02:14:22.189963
2268,Ugly Betty: The Book,"Jinn'sDominion (Desert Cursed, #3",https://dummyimage.com/241x232,https://placekitten.com/578/9,920,Book,No information,fake publisher,14,2034,6,3.89,436024,fake description,96350,1,2024-05-05 02:14:22.190952
79099,Murder Makes Scents,His Gift: A Valentine's Romance Novella,https://picsum.photos/1014/229,https://placekitten.com/145/279,542,Book,No information,fake publisher,6,1933,2,3.77,935243,fake description,48383,0,2024-05-05 02:14:22.190952
5062,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,The Favorite Daughter,https://picsum.photos/316/958,https://picsum.photos/401/547,769,Book,No information,fake publisher,9,2010,6,0.37,216222,fake description,75440,9,2024-05-05 02:14:22.191946
39416,The Roman Spring of Mrs. Stone,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://picsum.photos/317/615,https://placekitten.com/991/206,121,Book,No information,fake publisher,7,1922,2,1.13,511724,fake description,87070,0,2024-05-05 02:14:22.191946
83187,Zaftig Dating Agency: Series Collection 4-,His Gift: A Valentine's Romance Novella,https://placekitten.com/422/390,https://picsum.photos/376/618,746,Book,No information,fake publisher,3,2094,10,1.8,652004,fake description,64232,5,2024-05-05 02:14:22.192955
53073,Murder Makes Scents,The Bedroom Experiment(Hot Jocks #5.5),https://dummyimage.com/272x410,https://dummyimage.com/817x670,507,Book,No information,fake publisher,17,1957,7,3.45,761616,fake description,21302,6,2024-05-05 02:14:22.192955
79423,The East End,The Bedroom Experiment(Hot Jocks #5.5),https://placekitten.com/331/470,https://dummyimage.com/119x986,729,Book,No information,fake publisher,23,2082,5,0.0,557983,fake description,38165,4,2024-05-05 02:14:22.193938
44404,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),Write or Wrong: A Dark College Romance (Write to Love Book 1),https://picsum.photos/760/129,https://dummyimage.com/208x819,107,Book,No information,fake publisher,5,2064,6,0.23,642551,fake description,19191,4,2024-05-05 02:14:22.193938
53661,The Roman Spring of Mrs. Stone,Dragons & Magic (Dragon's Den Casino #1),https://placekitten.com/771/367,https://dummyimage.com/514x250,809,Book,No information,fake publisher,18,1994,2,1.24,998990,fake description,85351,4,2024-05-05 02:14:22.194857
23605,Pine & Boof: The Lucky Leaf,Living Your Dreams: How to make a living doing what you love,https://placekitten.com/455/828,https://dummyimage.com/991x649,622,Book,No information,fake publisher,25,2049,3,0.72,88511,fake description,26676,8,2024-05-05 02:14:22.194857
42446,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Ugly Betty: The Book,https://placekitten.com/578/112,https://placekitten.com/499/305,390,Book,No information,fake publisher,15,1979,5,1.43,466916,fake description,55616,4,2024-05-05 02:14:22.195942
34348,Living Your Dreams: How to make a living doing what you love,A Wizard of Earthsea,https://dummyimage.com/1007x819,https://placekitten.com/517/87,611,Book,No information,fake publisher,11,2003,4,4.55,900488,fake description,15489,2,2024-05-05 02:14:22.195942
13165,TheItalian Villa,Ugly Betty: The Book,https://placekitten.com/824/442,https://dummyimage.com/386x760,337,Book,No information,fake publisher,8,2098,1,4.46,922822,fake description,60071,4,2024-05-05 02:14:22.196943
92135,Pine & Boof: The Lucky Leaf,A Blink of the Screen: Collected Shorter Fiction,https://placekitten.com/777/585,https://dummyimage.com/34x194,960,Book,No information,fake publisher,6,1941,9,4.26,121807,fake description,43167,5,2024-05-05 02:14:22.197857
32990,A Blink of the Screen: Collected Shorter Fiction,Mr. Cat and the Little Girl,https://dummyimage.com/652x668,https://placekitten.com/87/177,559,Book,No information,fake publisher,21,1965,3,4.4,871341,fake description,82307,4,2024-05-05 02:14:22.197857
89656,Enter the Aardvark,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://picsum.photos/341/990,https://picsum.photos/770/806,849,Book,No information,fake publisher,26,1910,7,4.7,798317,fake description,83008,10,2024-05-05 02:14:22.198933
48992,Mr. Cat and the Little Girl,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://placekitten.com/470/909,https://dummyimage.com/742x275,975,Book,No information,fake publisher,9,1914,12,0.18,411627,fake description,77359,9,2024-05-05 02:14:22.198933
16267,TheItalian Villa,Enter the Aardvark,https://placekitten.com/183/901,https://picsum.photos/337/754,812,Book,No information,fake publisher,8,2078,5,4.94,925481,fake description,26528,5,2024-05-05 02:14:22.199962
68783,Dragons & Magic (Dragon's Den Casino #1),A Blink of the Screen: Collected Shorter Fiction,https://dummyimage.com/474x555,https://picsum.photos/49/930,543,Book,No information,fake publisher,26,1984,7,3.22,468519,fake description,19600,9,2024-05-05 02:14:22.199962
44605,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Ugly Betty: The Book,https://dummyimage.com/924x649,https://picsum.photos/989/866,65,Book,No information,fake publisher,4,2030,4,2.22,163180,fake description,54409,7,2024-05-05 02:14:22.200945
30087,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),The Bedroom Experiment(Hot Jocks #5.5),https://placekitten.com/442/211,https://dummyimage.com/131x436,795,Book,No information,fake publisher,23,1902,12,3.12,143382,fake description,20940,4,2024-05-05 02:14:22.200945
74883,Clown in a Cornfield,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/452/112,https://placekitten.com/965/106,48,Book,No information,fake publisher,10,1958,2,0.8,331867,fake description,52923,0,2024-05-05 02:14:22.201951
57765,House of Earth and Blood,The Bedroom Experiment(Hot Jocks #5.5),https://dummyimage.com/122x358,https://dummyimage.com/926x928,952,Book,No information,fake publisher,24,2066,9,1.44,552842,fake description,20476,5,2024-05-05 02:14:22.202858
63715,The Bedroom Experiment(Hot Jocks #5.5),Mr. Cat and the Little Girl,https://dummyimage.com/313x514,https://dummyimage.com/331x76,845,Book,No information,fake publisher,3,2031,7,0.31,251841,fake description,82316,7,2024-05-05 02:14:22.202858
1887,Dragons & Magic (Dragon's Den Casino #1),"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/304/371,https://picsum.photos/860/852,227,Book,No information,fake publisher,6,1959,6,0.71,697886,fake description,66646,0,2024-05-05 02:14:22.203858
35285,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",Would Like to Meet,https://placekitten.com/352/600,https://dummyimage.com/783x1009,64,Book,No information,fake publisher,11,1962,9,3.16,640948,fake description,40697,0,2024-05-05 02:14:22.203858
25103,New Friends for Zaza,Maksim (Akimov Bratva #1),https://placekitten.com/36/463,https://placekitten.com/563/628,676,Book,No information,fake publisher,2,1936,6,3.31,713422,fake description,41509,5,2024-05-05 02:14:22.204859
63341,New Friends for Zaza,His Gift: A Valentine's Romance Novella,https://picsum.photos/748/972,https://placekitten.com/372/211,248,Book,No information,fake publisher,18,1940,7,4.31,688406,fake description,45243,0,2024-05-05 02:14:22.205859
13914,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Blink of the Screen: Collected Shorter Fiction,https://picsum.photos/948/266,https://dummyimage.com/145x8,938,Book,No information,fake publisher,5,1996,5,1.37,145754,fake description,17732,5,2024-05-05 02:14:22.206857
58581,A Blink of the Screen: Collected Shorter Fiction,Living Your Dreams: How to make a living doing what you love,https://picsum.photos/887/809,https://placekitten.com/703/178,483,Book,No information,fake publisher,7,2054,4,3.1,542561,fake description,21921,9,2024-05-05 02:14:22.207866
49407,Mr. Cat and the Little Girl,Clown in a Cornfield,https://placekitten.com/834/222,https://picsum.photos/410/486,994,Book,No information,fake publisher,19,2077,7,2.62,486131,fake description,64092,4,2024-05-05 02:14:22.208859
93894,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",Living Your Dreams: How to make a living doing what you love,https://picsum.photos/317/119,https://picsum.photos/775/646,770,Book,No information,fake publisher,22,1932,7,3.2,81901,fake description,44677,2,2024-05-05 02:14:22.208859
81871,Ra,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://placekitten.com/181/135,https://picsum.photos/0/60,220,Book,No information,fake publisher,17,2000,12,1.48,277681,fake description,69868,1,2024-05-05 02:14:22.209912
51115,Zaftig Dating Agency: Series Collection 4-,Zaftig Dating Agency: Series Collection 4-,https://placekitten.com/771/182,https://picsum.photos/43/82,703,Book,No information,fake publisher,14,2029,12,0.53,49554,fake description,36363,6,2024-05-05 02:14:22.209912
32054,The Roman Spring of Mrs. Stone,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://picsum.photos/709/433,https://picsum.photos/662/759,407,Book,No information,fake publisher,22,1938,6,3.43,998705,fake description,60544,0,2024-05-05 02:14:22.210913
4363,His Gift: A Valentine's Romance Novella,"Jinn'sDominion (Desert Cursed, #3",https://picsum.photos/158/441,https://placekitten.com/940/274,150,Book,No information,fake publisher,5,2064,5,4.56,721030,fake description,26410,0,2024-05-05 02:14:22.211858
2360,Maksim (Akimov Bratva #1),House of Earth and Blood,https://placekitten.com/275/211,https://picsum.photos/150/495,344,Book,No information,fake publisher,8,1956,7,4.31,276836,fake description,66060,10,2024-05-05 02:14:22.211858
68718,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,Would Like to Meet,https://placekitten.com/37/533,https://dummyimage.com/842x1004,519,Book,No information,fake publisher,25,1965,2,2.83,28415,fake description,90142,4,2024-05-05 02:14:22.212857
42685,The Favorite Daughter,A Blink of the Screen: Collected Shorter Fiction,https://picsum.photos/687/1009,https://placekitten.com/122/607,345,Book,No information,fake publisher,26,2063,2,1.98,444181,fake description,79854,0,2024-05-05 02:14:22.212857
11970,Ra,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://placekitten.com/964/940,https://placekitten.com/606/703,482,Book,No information,fake publisher,2,1940,2,4.86,413246,fake description,39507,1,2024-05-05 02:14:22.213856
24606,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,Pine & Boof: The Lucky Leaf,https://placekitten.com/443/793,https://dummyimage.com/641x404,572,Book,No information,fake publisher,2,2063,6,3.51,482775,fake description,18974,1,2024-05-05 02:14:22.213856
70152,The Roman Spring of Mrs. Stone,Bruno Has One Hundred Friends,https://picsum.photos/576/234,https://dummyimage.com/440x1011,489,Book,No information,fake publisher,15,2015,5,0.52,217978,fake description,44348,10,2024-05-05 02:14:22.214935
28510,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,Vacation People,https://picsum.photos/907/199,https://picsum.photos/663/508,110,Book,No information,fake publisher,2,1918,7,1.74,530326,fake description,93627,4,2024-05-05 02:14:22.215922
59000,You've Been Volunteered: A Class Mom Novel,New Friends for Zaza,https://placekitten.com/698/952,https://dummyimage.com/333x963,61,Book,No information,fake publisher,2,2064,9,2.62,452389,fake description,15260,8,2024-05-05 02:14:22.216950
13977,TheItalian Villa,Bruno Has One Hundred Friends,https://picsum.photos/296/681,https://placekitten.com/169/27,51,Book,No information,fake publisher,20,2082,7,0.97,99507,fake description,95423,3,2024-05-05 02:14:22.217858
85963,Murder Makes Scents,Zaftig Dating Agency: Series Collection 4-,https://picsum.photos/845/849,https://dummyimage.com/861x505,132,Book,No information,fake publisher,20,2009,10,3.5,786110,fake description,17967,5,2024-05-05 02:14:22.218860
13911,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,The East End,https://placekitten.com/219/249,https://picsum.photos/452/143,121,Book,No information,fake publisher,1,1956,12,0.98,297427,fake description,20299,9,2024-05-05 02:14:22.219934
6655,Write or Wrong: A Dark College Romance (Write to Love Book 1),Murder Makes Scents,https://placekitten.com/797/501,https://picsum.photos/220/634,618,Book,No information,fake publisher,9,1959,6,4.31,501541,fake description,80382,2,2024-05-05 02:14:22.220900
92861,Pine & Boof: The Lucky Leaf,New Friends for Zaza,https://picsum.photos/598/607,https://dummyimage.com/976x965,625,Book,No information,fake publisher,2,1918,7,2.54,969424,fake description,33599,10,2024-05-05 02:14:22.220900
65699,Bruno Has One Hundred Friends,TheItalian Villa,https://dummyimage.com/889x633,https://dummyimage.com/623x56,606,Book,No information,fake publisher,25,1917,12,1.43,615390,fake description,95064,7,2024-05-05 02:14:22.221942
23685,New Friends for Zaza,Dragons & Magic (Dragon's Den Casino #1),https://placekitten.com/422/177,https://picsum.photos/325/483,206,Book,No information,fake publisher,25,2079,3,0.58,221182,fake description,73962,0,2024-05-05 02:14:22.222949
91933,Murder Makes Scents,Enter the Aardvark,https://dummyimage.com/641x142,https://dummyimage.com/834x173,49,Book,No information,fake publisher,20,2039,6,4.1,567661,fake description,53856,3,2024-05-05 02:14:22.223949
49389,Clown in a Cornfield,Dragons & Magic (Dragon's Den Casino #1),https://picsum.photos/183/432,https://picsum.photos/221/936,850,Book,No information,fake publisher,9,1990,10,0.47,908187,fake description,64305,4,2024-05-05 02:14:22.224863
54484,New Friends for Zaza,TheItalian Villa,https://placekitten.com/998/577,https://dummyimage.com/87x895,296,Book,No information,fake publisher,27,1943,5,3.69,198907,fake description,57639,4,2024-05-05 02:14:22.225932
19487,Maksim (Akimov Bratva #1),Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://dummyimage.com/714x323,https://placekitten.com/532/1016,610,Book,No information,fake publisher,26,1996,1,2.7,463320,fake description,2179,0,2024-05-05 02:14:22.225932
30732,TheItalian Villa,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,https://placekitten.com/32/872,https://dummyimage.com/1002x195,228,Book,No information,fake publisher,19,1990,12,3.36,333147,fake description,21633,3,2024-05-05 02:14:22.226940
25830,New Friends for Zaza,The Roman Spring of Mrs. Stone,https://picsum.photos/66/1022,https://placekitten.com/633/730,705,Book,No information,fake publisher,15,2060,5,4.43,740515,fake description,52567,3,2024-05-05 02:14:22.227857
67114,A Blink of the Screen: Collected Shorter Fiction,Dragons & Magic (Dragon's Den Casino #1),https://placekitten.com/649/168,https://picsum.photos/945/508,774,Book,No information,fake publisher,5,1930,4,3.77,181375,fake description,64736,6,2024-05-05 02:14:22.228855
95541,The East End,Maksim (Akimov Bratva #1),https://placekitten.com/108/375,https://dummyimage.com/448x715,295,Book,No information,fake publisher,7,2058,8,0.8,397320,fake description,496,6,2024-05-05 02:14:22.229854
17285,"Jinn'sDominion (Desert Cursed, #3",Vacation People,https://picsum.photos/190/36,https://placekitten.com/602/331,925,Book,No information,fake publisher,24,1953,8,3.38,459453,fake description,36468,8,2024-05-05 02:14:22.231853
10388,The East End,The Roman Spring of Mrs. Stone,https://dummyimage.com/906x488,https://picsum.photos/820/647,770,Book,No information,fake publisher,18,2032,8,3.7,782312,fake description,3554,5,2024-05-05 02:14:22.231853
40674,Ugly Betty: The Book,His Gift: A Valentine's Romance Novella,https://picsum.photos/1019/271,https://placekitten.com/226/418,128,Book,No information,fake publisher,2,2030,4,2.9,543347,fake description,74135,0,2024-05-05 02:14:22.233422
94256,Living Your Dreams: How to make a living doing what you love,"Jinn'sDominion (Desert Cursed, #3",https://placekitten.com/500/669,https://picsum.photos/768/414,155,Book,No information,fake publisher,19,1930,5,0.89,144950,fake description,21227,2,2024-05-05 02:14:22.233422
84198,Murder Makes Scents,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://picsum.photos/875/228,https://picsum.photos/290/837,880,Book,No information,fake publisher,3,2063,1,0.41,354412,fake description,85621,10,2024-05-05 02:14:22.234427
7844,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",Zaftig Dating Agency: Series Collection 4-,https://picsum.photos/344/435,https://placekitten.com/254/209,648,Book,No information,fake publisher,17,2097,9,4.4,547816,fake description,91246,2,2024-05-05 02:14:22.235428
90704,A Wizard of Earthsea,Living Your Dreams: How to make a living doing what you love,https://dummyimage.com/473x441,https://dummyimage.com/613x268,746,Book,No information,fake publisher,8,2044,12,3.89,491818,fake description,40988,0,2024-05-05 02:14:22.235428
93452,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,The East End,https://placekitten.com/573/642,https://picsum.photos/314/419,621,Book,No information,fake publisher,4,2084,12,0.52,833926,fake description,98453,9,2024-05-05 02:14:22.236431
57023,The Favorite Daughter,Living Your Dreams: How to make a living doing what you love,https://placekitten.com/651/670,https://picsum.photos/351/136,492,Book,No information,fake publisher,26,2075,2,3.76,631411,fake description,28982,1,2024-05-05 02:14:22.237428
75062,The Roman Spring of Mrs. Stone,Write or Wrong: A Dark College Romance (Write to Love Book 1),https://dummyimage.com/222x558,https://picsum.photos/483/536,447,Book,No information,fake publisher,16,2031,11,3.94,630602,fake description,92866,4,2024-05-05 02:14:22.238427
49518,Maksim (Akimov Bratva #1),The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://placekitten.com/920/368,https://placekitten.com/647/129,103,Book,No information,fake publisher,19,2078,6,2.9,870521,fake description,94612,6,2024-05-05 02:14:22.239427
34133,The East End,A Wizard of Earthsea,https://placekitten.com/517/655,https://dummyimage.com/434x945,322,Book,No information,fake publisher,24,1922,6,3.23,789929,fake description,91490,5,2024-05-05 02:14:22.239427
91976,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",Enter the Aardvark,https://dummyimage.com/147x931,https://picsum.photos/704/279,99,Book,No information,fake publisher,1,1984,2,4.77,164356,fake description,17243,4,2024-05-05 02:14:22.240427
44660,TheItalian Villa,A Blink of the Screen: Collected Shorter Fiction,https://placekitten.com/777/422,https://placekitten.com/30/399,49,Book,No information,fake publisher,9,1904,3,3.35,375216,fake description,75357,10,2024-05-05 02:14:22.240427
54327,You've Been Volunteered: A Class Mom Novel,Murder Makes Scents,https://picsum.photos/850/918,https://dummyimage.com/90x976,195,Book,No information,fake publisher,13,2039,2,3.41,15930,fake description,59524,9,2024-05-05 02:14:22.241427
87812,TheItalian Villa,The East End,https://placekitten.com/831/989,https://placekitten.com/357/689,698,Book,No information,fake publisher,16,2081,1,0.63,694843,fake description,42351,2,2024-05-05 02:14:22.242427
38489,Living Your Dreams: How to make a living doing what you love,Bruno Has One Hundred Friends,https://dummyimage.com/640x638,https://placekitten.com/772/613,73,Book,No information,fake publisher,21,1913,5,2.22,971901,fake description,46181,7,2024-05-05 02:14:22.242427
18569,Enter the Aardvark,Ra,https://dummyimage.com/6x429,https://dummyimage.com/613x967,81,Book,No information,fake publisher,4,2087,3,4.72,361027,fake description,80514,9,2024-05-05 02:14:22.243428
36396,Mr. Cat and the Little Girl,Vacation People,https://placekitten.com/652/25,https://dummyimage.com/544x172,657,Book,No information,fake publisher,18,1994,7,4.99,558843,fake description,51726,0,2024-05-05 02:14:22.244428
61960,Write or Wrong: A Dark College Romance (Write to Love Book 1),Clown in a Cornfield,https://picsum.photos/650/188,https://dummyimage.com/853x283,749,Book,No information,fake publisher,10,1947,5,4.2,494353,fake description,46263,0,2024-05-05 02:14:22.245428
99506,The Roman Spring of Mrs. Stone,Dragons & Magic (Dragon's Den Casino #1),https://picsum.photos/646/861,https://picsum.photos/225/394,66,Book,No information,fake publisher,14,2018,6,1.69,999514,fake description,20843,0,2024-05-05 02:14:22.245428
20345,"Jinn'sDominion (Desert Cursed, #3",You've Been Volunteered: A Class Mom Novel,https://placekitten.com/372/15,https://picsum.photos/288/178,653,Book,No information,fake publisher,11,1948,10,1.97,930009,fake description,97077,1,2024-05-05 02:14:22.246428
52644,The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,Bruno Has One Hundred Friends,https://placekitten.com/283/43,https://dummyimage.com/347x409,988,Book,No information,fake publisher,15,2076,5,4.0,663968,fake description,31269,2,2024-05-05 02:14:22.247428
24653,Vacation People,The Bedroom Experiment(Hot Jocks #5.5),https://picsum.photos/493/562,https://picsum.photos/651/894,917,Book,No information,fake publisher,2,1927,7,1.54,426678,fake description,54270,10,2024-05-05 02:14:22.247428
38697,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Blink of the Screen: Collected Shorter Fiction,https://placekitten.com/848/943,https://dummyimage.com/163x134,880,Book,No information,fake publisher,16,1900,4,3.43,475141,fake description,51415,8,2024-05-05 02:14:22.248428
14840,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,A Blink of the Screen: Collected Shorter Fiction,https://picsum.photos/774/988,https://dummyimage.com/992x179,171,Book,No information,fake publisher,10,2095,4,0.96,233301,fake description,75106,3,2024-05-05 02:14:22.249428
13397,Ra,A Blink of the Screen: Collected Shorter Fiction,https://dummyimage.com/325x852,https://placekitten.com/72/282,82,Book,No information,fake publisher,26,1944,2,2.57,280275,fake description,49515,0,2024-05-05 02:14:22.250428
6225,Vacation People,Bruno Has One Hundred Friends,https://picsum.photos/306/417,https://picsum.photos/959/168,632,Book,No information,fake publisher,2,2069,6,1.44,431007,fake description,89171,6,2024-05-05 02:14:22.250428
2131,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Living Your Dreams: How to make a living doing what you love,https://placekitten.com/746/964,https://placekitten.com/679/954,603,Book,No information,fake publisher,3,1964,5,3.9,356621,fake description,47324,9,2024-05-05 02:14:22.251428
61263,A Blink of the Screen: Collected Shorter Fiction,"Postmortem (Kay Scarpetta, #1)",https://picsum.photos/742/660,https://dummyimage.com/236x1011,922,Book,No information,fake publisher,1,2084,4,1.63,169985,fake description,11112,7,2024-05-05 02:14:22.270523
11278,Ugly Betty: The Book,The East End,https://picsum.photos/101/812,https://placekitten.com/760/796,656,Book,No information,fake publisher,10,2007,1,0.83,145498,fake description,87799,0,2024-05-05 02:14:22.270523
34331,The Bedroom Experiment(Hot Jocks #5.5),The Crisis of Bad Preaching: Redeeming the Heart and Way of the Catholic Preacher,https://placekitten.com/776/36,https://dummyimage.com/39x742,835,Book,No information,fake publisher,16,1930,12,4.85,685325,fake description,32642,8,2024-05-05 02:14:22.271508
63778,Vacation People,TheItalian Villa,https://picsum.photos/415/217,https://placekitten.com/16/671,545,Book,No information,fake publisher,12,1944,6,0.25,988174,fake description,47318,5,2024-05-05 02:14:22.271508
51777,New Friends for Zaza,Clown in a Cornfield,https://picsum.photos/380/431,https://placekitten.com/990/11,397,Book,No information,fake publisher,26,1959,3,0.78,995754,fake description,86742,5,2024-05-05 02:14:22.272522
53099,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),A Wizard of Earthsea,https://placekitten.com/84/507,https://placekitten.com/730/963,75,Book,No information,fake publisher,2,1990,12,3.34,968643,fake description,14661,0,2024-05-05 02:14:22.272522
6901,"Jinn'sDominion (Desert Cursed, #3",Zaftig Dating Agency: Series Collection 4-,https://dummyimage.com/745x673,https://picsum.photos/536/527,443,Book,No information,fake publisher,21,2036,1,1.19,789355,fake description,28837,5,2024-05-05 02:14:22.273512
89167,Maksim (Akimov Bratva #1),Ra,https://dummyimage.com/272x940,https://dummyimage.com/665x849,75,Book,No information,fake publisher,4,2005,8,0.68,867303,fake description,72697,0,2024-05-05 02:14:22.273512
41063,Vacation People,The Tycoonâ€™s Fake FiancÃ©e (European Tycoon Book 2),https://picsum.photos/789/10,https://dummyimage.com/517x550,49,Book,No information,fake publisher,14,2025,12,4.9,25647,fake description,94229,1,2024-05-05 02:14:22.274519
25797,Write or Wrong: A Dark College Romance (Write to Love Book 1),You've Been Volunteered: A Class Mom Novel,https://dummyimage.com/511x87,https://placekitten.com/376/1005,305,Book,No information,fake publisher,4,2039,4,0.87,969341,fake description,69471,10,2024-05-05 02:14:22.274519
36080,"Jinn'sDominion (Desert Cursed, #3",Maksim (Akimov Bratva #1),https://dummyimage.com/394x844,https://picsum.photos/595/836,608,Book,No information,fake publisher,17,2017,9,0.42,504921,fake description,21989,2,2024-05-05 02:14:22.275513
87583,Murder Makes Scents,New Friends for Zaza,https://dummyimage.com/811x178,https://dummyimage.com/302x892,961,Book,No information,fake publisher,5,2067,12,2.55,506623,fake description,43320,9,2024-05-05 02:14:22.275513
90120,Murder Makes Scents,Ugly Betty: The Book,https://picsum.photos/230/279,https://placekitten.com/1006/849,178,Book,No information,fake publisher,21,1924,3,3.38,547532,fake description,18438,10,2024-05-05 02:14:22.276509
73322,Vacation People,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/382/725,https://placekitten.com/321/1018,903,Book,No information,fake publisher,5,2008,12,1.3,138845,fake description,26947,2,2024-05-05 02:14:22.276509
31114,Ra,The Mind Illuminated: A Complete Meditation Guide IntegratingBuddhist Wisdom and Brain Science,https://dummyimage.com/197x540,https://picsum.photos/456/428,934,Book,No information,fake publisher,5,2075,1,3.2,546966,fake description,32365,0,2024-05-05 02:14:22.277432
17587,The Bedroom Experiment(Hot Jocks #5.5),You've Been Volunteered: A Class Mom Novel,https://picsum.photos/1002/862,https://placekitten.com/780/41,223,Book,No information,fake publisher,26,2026,2,4.9,705495,fake description,23650,9,2024-05-05 02:14:22.278470
62902,A Blink of the Screen: Collected Shorter Fiction,Ugly Betty: The Book,https://dummyimage.com/835x280,https://picsum.photos/310/865,808,Book,No information,fake publisher,17,2033,7,2.25,216720,fake description,13222,2,2024-05-05 02:14:22.278470
70268,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Living Your Dreams: How to make a living doing what you love,https://picsum.photos/797/39,https://picsum.photos/792/483,263,Book,No information,fake publisher,19,2043,1,4.56,413896,fake description,89902,1,2024-05-05 02:14:22.279509
39272,Clown in a Cornfield,Ugly Betty: The Book,https://picsum.photos/774/880,https://placekitten.com/420/354,197,Book,No information,fake publisher,27,1947,2,4.6,889251,fake description,33309,6,2024-05-05 02:14:22.280509
43052,Write or Wrong: A Dark College Romance (Write to Love Book 1),A Wizard of Earthsea,https://picsum.photos/25/114,https://picsum.photos/124/537,212,Book,No information,fake publisher,4,1951,9,4.79,832600,fake description,1025,3,2024-05-05 02:14:22.280509
88654,New Friends for Zaza,TheItalian Villa,https://dummyimage.com/389x857,https://placekitten.com/782/589,921,Book,No information,fake publisher,28,2036,11,2.72,490040,fake description,42145,2,2024-05-05 02:14:22.281431
79292,Spark Joy: An Illustrated Master Class on the Artof Organizing and Tidying Up,"Sweet Soul (Sweet Home, #4; Carillo Boys, #3)",https://picsum.photos/995/656,https://placekitten.com/489/184,188,Book,No information,fake publisher,4,2070,2,1.65,418622,fake description,59300,0,2024-05-05 02:14:22.282513
